platform,product_id,product_name,sentiment,rating,review_content,nickname
oliveyoung,A000000011596,메디힐 W.H.P 미백수분 블랙 마스크 EX 10매,positive,5.0,신속한 배송. 좋은 품질의 상품. 저렴한 가격 모두 만족스럽습니다. 구매 잘 한것 같아요.,
oliveyoung,A000000011596,메디힐 W.H.P 미백수분 블랙 마스크 EX 10매,negative,2.0,"선물할때가 있어서 급히 이것저것 주문했는데 다행히 3일만에 도착했어요.. 근데..가격이 너무 차이나네요!! 지금 티몬에서 이거 9,888원해요ㅠㅜ 그것도몰랐네요ㅠ....",
oliveyoung,A000000230980,바이오더마 세비엄 H2O 500ml,negative,2.0,저도 뚜껑이 깨져서 왔습니다ㅠ 원래 깨진건지 이것또한  파편이 없던데.... 안에 내용물도 조금 새어 나오고ㅠㅠ 이거 바꿔 주시나요???,
oliveyoung,A000000230980,바이오더마 세비엄 H2O 500ml,negative,2.0,포장을 어떻게 해ㅆ길래 새는바람에 병이 미끌미끌거리고 ㅡㅡ 포장좀 신경써주시지 딸랑 하나만 보내면 어째요,
oliveyoung,A000000102238,라로슈포제 미셀라 클렌징워터 센시티브 400ml,positive,5.0,자극적이지 않고 순한것 같아요 화장솜  한장으로도 충분히 지워져서 좋아요 재구매 의사 있어요﻿,
oliveyoung,A000000229375,"[피지흡착/모공쿨링] 메디힐 바이오 세컨덤 마스크 1매 3종 (마데카소사이드, PDRN, 히알루론산)",negative,1.0,팩할땐 정말 느낌이 좋았어요 뭔가 실리콘붙인거같고 에센스도 따로 있어서 촉촉하고 근데 하고 나니까 다음날 아침에 얼굴이 엄청 따가워요 로션바를땐 미치는줄 알았어요 일단 두개사고 반응이 좋아서 이번 세일에 엄청 쟁기려고 했는데 메디힐 팩쓰고 처음으로 겪는 느낌이었어요 너무 아프고 피부도 울퉁불퉁 해졌어요ㅠㅠ 그나마 한개만 남아서 버릴려구요,
oliveyoung,A000000166510,차앤박(CNP) 프로폴리스 에너지 앰플 미스트 250ml,negative,1.0,ㅠㅠ프로폴리스 나한테 안맞나봄..세수 후 뿌리고 나서 5분뒤에 가렵고 얼굴 씨벌겋게 뒤집어짐당장 씻어내고 나서도 뒤집어 진게 하루는 더 가서 우울했음성분 보구 사세요...,
oliveyoung,A000000102238,라로슈포제 미셀라 클렌징워터 센시티브 400ml,positive,5.0,"늘 사용하는 제품입니다. 메이크업도 깔끔하게 지워주고, 아침에 피부 정돈용으로도 좋아요. 촉촉하고 자극이 없습니다.",
oliveyoung,A000000011596,메디힐 W.H.P 미백수분 블랙 마스크 EX 10매,neutral,3.0,티트리랑 같이샀는데 개인적으론 티트리가 좀더 낫네요  그래도 나쁘진않습니다 냄새는 약간 호불호갈릴수도,
oliveyoung,A000000011596,메디힐 W.H.P 미백수분 블랙 마스크 EX 10매,neutral,3.0,데일리로 꾸준히 한다면 모를까~ 하고 나서 드라마틱한 효과는 거의 없다고 보면 됨 데일리팩으로 하기엔 조금 비싼 가격이라 재구매 의사 없음~~ 그래서 별 세개로 함~~,
oliveyoung,A000000006564,우르오스 올인원 스킨로션 200ml 증정기획/단품,neutral,3.0,올인원제품으로 구매했는데 지성이 쓰는 제품으로 구매했는데 채워주는 역할은 안하는것같아 오빠가 크림이 필요하다고 하네여 ㅜㅜ,
oliveyoung,A000000102752,[꼼꼼/필수템] 키스미 히로인메이크 스피디 마스카라 전용 리무버 단품,negative,1.0,키스미 마스카라 잘 안지워 진대서 이거 샀는데.. 키스미 마스카라 이거 없이도 잘 지워지더만ㅡㅡ 하 괜히삼.. 반품귀차나서  안합니다ㅜㅜ,
oliveyoung,A000000229375,"[피지흡착/모공쿨링] 메디힐 바이오 세컨덤 마스크 1매 3종 (마데카소사이드, PDRN, 히알루론산)",negative,1.0,불량인듯 이전에 한번써보고 너무 좋아서 세일한김에 여러개 샀는데 냄새가 너——무 이상하다침마른 냄새?? 같은게 난다 혹시나 해서 다시 사서 써봤는데 냄새 안남 이번에 같이 주문한건 다 똑같이 이상한 냄새남온라인주문하면 이상한거 주나?? 여튼 다시는 안살듯 냄새때메 그런지 피부에  트러블도 올라옴,
oliveyoung,A000000135743,폰즈 클리어 스파 립앤아이 리무버 300ml,negative,1.0,다들 좋다고 화해 1등 이더라구요?그런데 너무너무 미끌거려서 별로였어요 향은 없었지만 눈에 들어가면 시린건 여전했어요 별로에요,
oliveyoung,A000000166510,차앤박(CNP) 프로폴리스 에너지 앰플 미스트 250ml,negative,2.0,"가격 저렴해서 사봤는데 저는 비추입니다.촉촉함이 오래가지 못하는것같습니다~~뿌린건지 안뿌린건지..,딱 가격만큼인것 같아요",
oliveyoung,A000000011596,메디힐 W.H.P 미백수분 블랙 마스크 EX 10매,negative,2.0,"저는 메디힐팩을 꾸준히 쓰고있는데요이런적은 또 첨이네요^^;시트가없네요...  에센스는 잔뜩들었는데.... 에센스만 쳐발쳐발,하는중입니다..",
coupang,165081,,positive,5.0,야외에서 일을 하는데 촉촉하고 가벼워서 일할때 기분이 편안해요,김*이
coupang,165081,,positive,5.0,예전부터 지인의 추천으로 사용하던 크림이예요. 가격도 저렴하고 부담없이 쓰기에 참 좋아요,임*자
coupang,165081,,positive,4.0,"애터미 제품 처음 사용해봤습니다.
가격도 저렴하구요..
촉촉하고 향이 좋아요..
케이스는 좀 평범하긴 하지만 그래서 가격이 저렴한거 같구요.
제품은 좋아요..
특히 향이 좋습니다.",
oliveyoung,A000000211187,[5월 올영픽/포켓몬 에디션] 듀이트리 AC 딥 열감 진정 마스크 10매 기획 (+1매+포켓몬 스티커),negative,2.0,"생각보다 실망입니다.
마치 누가 쓰던거 마냥 밀봉스티커가 이미 뜯어져 있네요....
온라인으로 싸게 샀지만 저런 사소한 디테일 때문에 기분이 나쁘네요..
좀더 검수 철저하게 해주시고, 세일제품들 구매할 때 저런 사항들 미리 말해주면
기분좋게 배송받고, 다시 기분상할일 없을 것 같습니다.
수고하세요.",
oliveyoung,A000000106577,[리뉴얼/증정이벤트] 브리스킨 리얼 핏 세컨드스킨 마스크1/5매입,negative,2.0,왜 유명한지는 모르겠고 그냥 샀으니까 씀 좋은점듀 잘 모르겠고 그럼 ㅎ 싸면 자주 쓰겠는데 그닥,
oliveyoung,A000000106577,[리뉴얼/증정이벤트] 브리스킨 리얼 핏 세컨드스킨 마스크1/5매입,negative,2.0,잘 모르겟음 괜히사봄 맨날 호기심에 사봄 근데 좋은거는 별로 없는듯 다음구매는 안할예정 ㅎㅎ,
oliveyoung,A000000135743,폰즈 클리어 스파 립앤아이 리무버 300ml,negative,1.0,오늘 상품받았는데요 다른 물건들이랑 뽁뽁이에 싸져서 왔는데 다 흘러서 다른 물건에  ㅁ묻었더라구요.. 기존 쓰던 제품과 비교해보니 입구가 저렇게 되어있네요.. 불량인거죠? 반품 신청해야하나요 박스도 이미 버렸는데.. 신속한 답변 부탁드려요,
oliveyoung,A000000166510,차앤박(CNP) 프로폴리스 에너지 앰플 미스트 250ml,negative,1.0,제가 건강보조제로 프로폴리스 알약을 매일 먹어서 프로폴리스에 알러지가 있는지 몰랐는데 알러지가 있더라구요... 하루종일 피부가 가려워요 혹시나 혹시나 했는데 화해앱보니 정말이더라구요...환불 되면 환불하고싶어요ㅠ 열번도 못썼는데 진짜로 아깝습니다,
oliveyoung,A000000106577,[리뉴얼/증정이벤트] 브리스킨 리얼 핏 세컨드스킨 마스크1/5매입,negative,1.0,민감해진 피부 때문에 구매한건데 피부 더 민감해 짐.  워낙 유명한거라 설마 이것때문겠나 싶어서 미련하게 계속 썼는데  점점 너무 가렵고 빨개져서 사용 중단 했더니 이후로 좀 나아짐... 좋을줄 알고 세일때 엄청 쟁여놨는데 아까워요. ㅠㅠ 근데 뭐 제품에 문제가 있다기보단 저한테 안맞는거겠죠.,
oliveyoung,A000000148112,아벤느 클리낭스 클렌징 젤 400ml *피지잡는 *약산성클렌저 *클렌징폼,positive,5.0,"요즘 화농성 여드름이 심해져서 아벤느 메이커 믿고 구매한 제품이에요.얼굴 뿐 아니라 가슴, 등에 난 여드름에도 효과 보려고 대용량으로 구매했습니다.대략 사용한지 한달정도 되어가는데 아주 만족스럽고 피부도 깨끗해지거 있어요. 센카 퍼펙트휩만 3년 썼는데 세안 후 땡김 때뭄에 좀 문제였었거든요. 근데 이 제품은 세안후 당김은 없는걸 확 느꼈네요.강추!!",
oliveyoung,A000000102752,[꼼꼼/필수템] 키스미 히로인메이크 스피디 마스카라 전용 리무버 단품,negative,2.0,키스미 마스카라를 사용중인데 리무버가 독한건지 눈주변이 따가워요. 잘 지워지긴 하는데 썼던거 넣었다 빼야하니까 청결도도 떨어지구여.. 다시 구매할지는 모르겠네요...,
oliveyoung,A000000211187,[5월 올영픽/포켓몬 에디션] 듀이트리 AC 딥 열감 진정 마스크 10매 기획 (+1매+포켓몬 스티커),positive,5.0,원래 사용하던제품 저렴한 가격에 사서  좋아요 다음에또 시킬게요  배송도 무난하고 만족합니다~~~,
oliveyoung,A000000112523,[촉촉톤업] 라로슈포제 유비데아 안뗄리오스 톤업 라이트 크림 30ml,positive,5.0,샘플사용해보니  좋아서.~ 새로운 라로슈포제 세럼이랑 크림 샀네요.. 지금도  라로슈포제제품으로 싹바꿔 사용중 인데 요것도 내나이에 딱인것갔아서. 주문해서 써봤더니 촉촉하니 바로스며들고 좋네요~^^,
coupang,1826308428,,positive,5.0,너무좋아요!! 단걸 굉장히 좋아하는데 완전 맘에들어요!!,장*화
oliveyoung,A000000112523,[촉촉톤업] 라로슈포제 유비데아 안뗄리오스 톤업 라이트 크림 30ml,positive,4.0,부드럽게 잘 발려요 톤업 효과는 거의 없어요 선크림 바른 후 얼굴에 선크림 느낌 나요  가격이 좀 깡패네여ㅋ,
oliveyoung,A000000244756,[1+1기획/산뜻모공] 뉴트로지나 딥클린 클렌징 오일 200ml,negative,2.0,올리브영 매장에선 클렌징폼도 같이 딸려있고 상품평에도 딸려있다고 써있는거 같아서 같이 오는줄 알았는데  아닌가봐요.  온라인은 원래 클렌징오일만 오는건가요 아님 그때그때 마음대로인가요,
oliveyoung,A000000011596,메디힐 W.H.P 미백수분 블랙 마스크 EX 10매,positive,4.0,항상 쓰는팩!!! 너무 좋아요ㅎㅎㅎ 미백기능성이라서 그런지 피부가 약간 환해지는느낌~~~완전 맘에듭니당!대량구매!,
oliveyoung,A000000135743,폰즈 클리어 스파 립앤아이 리무버 300ml,positive,5.0,"만족합니다 항상 사용하는 제품이에요
항상 잘 쓰고 있어요 만족합니다 만족",
oliveyoung,A000000135743,폰즈 클리어 스파 립앤아이 리무버 300ml,negative,1.0,"올리브영 온라인몰 배송 누락 화나네요.

올리브영에서 저희 어머니 생신선물사는 겸 해서 여러가지 물품을 샀는데 마스카라 하나가 빠져서 왔네요.

전화해보니 확인을 해봐야한다면서 언제 까지 기다려야하는지 말을 안해주네요.

저번주에 배달왔는데 일처리를 어떻게 하길래 누락을 하고 배송을 보내는건가요?

며칠만 기다려주면 된다고 생각했는데...

마냥 기다리게만해서 한번 더 전화 했습니다.

근데도 확인을 해봐야 한다고 합니다.

아무런 보상도 없고 확인 해봐야 한다고만하고 사과도 제대로안하고 너무 뻔뻔한거아닌가요?

기분이 매우 나쁩니다.

답답합니다. 계속 제가 전화해서 재촉하기도 힘듭니다.

왜 이런일에 신경을 쓰게 하는지 모르겠네요

전화 해도 답이 안나오고 해결 해주려하지않습니다.

올리브영 온라인몰에서 다시는 구매 안하려고합니다.

일처리를 왜 이런식으로 허술하게 하는지 ...",
oliveyoung,A000000230983,바이오더마 하이드라비오 H2O 500ml,negative,1.0,"배송최악이네요
배송엉망으로 화장품박스다 구겨지고 상품다 튀어나오게 배송 이따위로 했으면서
보상제도가 제대로 되있지도 않고 진짜 별로네요.",
oliveyoung,A000000112523,[촉촉톤업] 라로슈포제 유비데아 안뗄리오스 톤업 라이트 크림 30ml,neutral,3.0,톤업크림이라고 해서 썬크림 사면서 호기심에 같이 구매했어요 ㅎㅎ톤업이라고 해서 썬크림이랑 같이 섞어서 쓰려고 했는데같은 브랜드의 썬크림과 별 차이는 없고 톤업의 효과는 1도 없어서 당황스럽네요 ㅜㅜ 톤업을 기대하고 샀는데 낚인 기분으로 그저 같은 썬크림을 산 느낌이예요. ㅜㅜ 재구매는 안 할 것 같아요,
coupang,1886381,,positive,5.0,로켓배송이니까 배송빠른 점은 무지 좋았구요. 쿠팡에서는 처음구매했는데 애터미제품 자주 구매할것 같아요 이번엔 비비크림만 떨어져서 쟁여놓느라 두개만 구매했지만 스킨로션 떨어지면 재구매 할것 같네요,안*정
oliveyoung,A000000010476,라로슈포제 에빠끌라 퓨리파잉 포밍 젤+M 200ml,positive,5.0,잘 받았어요 요새 피부가 민감해서 사봤는데 괜찮을것 같아요~~~~~~~~~~~~~~~배송도 빠르고 좋아요,
coupang,27751721,,positive,5.0,"중요한 약속이나 신경써서 메이크업 해야할 때 화장하기 직전에 이 팩을 하고

메이크업을 하는데 정말 화장 잘 먹어요 ㅎㅎ

그리고 하고나면 얼굴이 쫀쫀해 진다고 해야하나? 에센스가 잘 흡수되고 마스크 시트가 개인적으로 정말 맘에 들어요. 

얇지도, 두껍지도 않은 도톰한 두께에 밀착도 외곽 부분 들뜨는 것 없이 정말 잘되요 ㅎㅎ

메디힐 중에서도 이 팩은 늘 쟁여놓고 씁니당 ㅎㅎ",
coupang,1826308428,,positive,5.0,"양도 많고 가격도 양에비해 착하면서
핑크스윗피는 여성분들이 많이 좋아할 향이예요
정말 너무 핑크스러운 공쥬풍 느낌 이라할까?
너무 좋아요 향이ㅡ
진하지도않고 연하지도 않고
향수대용으로 잠깐 잠깐 쓰기에 너무 조아여ㅎ",달컴한여신
oliveyoung,A000000244375,[리뉴얼] 듀이셀 프라이빗케어 마스크 5매 기획 (+1매),negative,2.0,"피부가 뒤집어졌어요...,잔뜩기대했엇는디ㅣ딴사람 줘야게ㅣㅆ어요.................",
oliveyoung,A000000211187,[5월 올영픽/포켓몬 에디션] 듀이트리 AC 딥 열감 진정 마스크 10매 기획 (+1매+포켓몬 스티커),positive,5.0,트러블 진정 효과에 아주 아주 뛰어난 효과를 가진 마스크팩입니다. 안에 에센스도 넉넉히 들어있어서 너무 좋아요,
oliveyoung,A000000015244,메디힐 W.H.P 미백수분 블랙 마스크 EX 1매,positive,5.0,메디힐 미백수분 블랙마스크 좋은 거 같아요 !! 얼굴이 뽀애지는 느낌을 받았어요 !! ㅎㅎ,
oliveyoung,A000000244375,[리뉴얼] 듀이셀 프라이빗케어 마스크 5매 기획 (+1매),negative,1.0,가격에비해 만족도가 매우 떨어집니다. 기대하고 샀는데  기대를 너무 많이 한 탓일까요  좋은지 잘 모르겠어요 피부도 더 푸석푸석한 느낌이고 화장도 잘 먹지도않고 오히려 밀리는 느낌이에요 수부지라 그런건지뭔지 잘 모르겠네요,
oliveyoung,A000000211187,[5월 올영픽/포켓몬 에디션] 듀이트리 AC 딥 열감 진정 마스크 10매 기획 (+1매+포켓몬 스티커),positive,5.0,쟁여두고 쓰는 팩중 하나입니다  피부 진정에 효과가 아주 좋고 마스크 시트가 초록색이라 신기해요,
oliveyoung,A000000244375,[리뉴얼] 듀이셀 프라이빗케어 마스크 5매 기획 (+1매),positive,4.0,지인이 너무너무 좋다고 추천해줘서 구입했어여~~케이스도 고급지고 좋내여~~.가격만큼 좋길 기대합니다,
oliveyoung,A000000112523,[촉촉톤업] 라로슈포제 유비데아 안뗄리오스 톤업 라이트 크림 30ml,positive,4.0,"은은하게 광도 나고, 바르면 안색이 좋아 보인데요요톤업 되는걸로 사려다가 잘못 해서 요걸로 삿는데 요것도 맘에들어요!",
oliveyoung,A000000003939,[180ml리필증정] 하다라보 고쿠쥰 클렌징 오일 200mL,positive,5.0,정망 좋아요 ㅠㅠㅠ 부드럽게 잘 지워주고 세정력 촉촉한것 모두 다 졸아요 !! 만족해요 !!,
coupang,9083989433,"바디판타지 프래그런스 바디 스프레이 프레시화이트머스크, 236ml, 1개",positive,4.0,"예전에 허브마을에서 다른 향을 구매하고 좋아서 구매하게 되었습니다.
여러가지가 있던데 고민하다 결정했습니다.
처음엔 알콜인지 뭔지 코를 콕 찌르는 향이 거북하긴 했으나
자꾸 쓰다보니 익숙해 지네요.
향도 오래가고 
몸에 감기는 것도 부드러운것이 좋습니다.",박*신
coupang,1886381,,positive,5.0,앞전엔 태반 비비라고 7만원대를 썼었는데 애터미로 바꾼지 오래 되었는데 가격도 너무 저렴하고 촉촉하고 피부감도 좋고 너무 만족해서 감사하게 잘 쓰고 있어요,동그리
oliveyoung,A000000244375,[리뉴얼] 듀이셀 프라이빗케어 마스크 5매 기획 (+1매),negative,1.0,아비브 어성초 쓰다가 비싼팩쓰는맛에 들려서이건 얼마나좋을까 하고 사봤어오 ㅠㅠ트러블엄청나고 얼굴벌개지고 저랑은정말안맞네요...팩때문에 이렇게까지될까싶어서 첨엔 안믿었는데이거쓸때마다 그렇게되어서 민감피부아닌 친구줘봣어요 ㅠㅠ,
coupang,1826308428,,positive,5.0,배송도 빠르고 좋네요,
oliveyoung,A000000006565,우르오스 올인원 스킨밀크 200ml 증정기획/단품,positive,4.0,"좋아요~ 남자들이 쓰긴 정말 편하고 좋아요 ㅋ
선물용으로 딱인듯? 뭐 크게 좋고 안좋고느 없고 무난하니 좋아요~",
coupang,1826308428,,negative,1.0,향이 완전별로... 호불호 많이 갈릴 향이네요,쿠팡실구매자
oliveyoung,A000000102752,[꼼꼼/필수템] 키스미 히로인메이크 스피디 마스카라 전용 리무버 단품,negative,2.0,이거근데 잘 지워지는거 맞아요? 키스미 마스카라가 아니라서 그런지..전 딱히 효과가 없는데...ㅜ,
coupang,771388,"더마콜 메이크업커버 크림 파운데이션 30g, 1개, 210호 웜베이지",positive,5.0,"평소에 건성이라서 주변사람들이 건조해 보인다고 종종이야기 하거든요 그래서 걱정이 되긴했지만 커버잘되기로 유명하니까 써보고싶어서 구매했는데
바르고 나서시간이 지나니까 눈밑주름에는 살짝 끼기는 한데 제 눈이 그런편이라 그렇고 얼굴에서 기름이.살짝나오면서 보기좋은 정도가 되는거같아요 ~
설마 하면서 점으로 콩콩콩 찍어발랐는데 진짜.얼굴에.충분히 다 발라지고 용량은 엄청난거같네오 ~ 물건 잘받았습니다 감사해요 ~",김*경
oliveyoung,A000000010462,[수분] 라로슈포제 유비데아 안뗄리오스 멜트인 크림,positive,5.0,사용해보고 마음에 들어서 계속 사용중입니다. 수분감이 있는 수분크림이라서 촉촉하고 좋습니다.  색상이 없어서 언제든지 사용할 수 있어서 더 좋네요.,
oliveyoung,A000000112523,[촉촉톤업] 라로슈포제 유비데아 안뗄리오스 톤업 라이트 크림 30ml,neutral,3.0,양이 요쿠트르 한 병..(?) 성능은 사실 아직 안 써 봐서 처음 사 봤는데 기대 해 볼게요 ㅜ ㅜ,
coupang,771388,"더마콜 메이크업커버 크림 파운데이션 30g, 1개, 210호 웜베이지",positive,5.0,"상품평이 너무 좋은데 가격은 저렴하길래 속는셈치고 시켜봤어요
제가 피부에 트러블 자국이 빨갛게 여러개 있는데 여태 써본것 중에 커버가 되는 제품이 없었거든요
근데 이 제품은 커버력이 장난 아니라고 해서 샀는뎅
시킨 바로 다음날 배송이 됐구요, 부재중이라 경비실에 맡겨달라했는데 사진까지 찍어서 보내주셔서 감동 ㅠㅠ
써봤는뎅 커버력 대~~박!!! 퍽퍽할까봐 에센스랑 섞어서 바르는데요 발림성도 좋아지구 
암튼 커버력이 너무 좋아요ㅠㅠ 강추강추!! 
재구매 의사 100%입니당!! 감사합니당",
coupang,771388,"더마콜 메이크업커버 크림 파운데이션 30g, 1개, 210호 웜베이지",positive,5.0,"타 제품에 비해 커버력이 좋습니다. 지속성도 괜찮은 편입니다. 다만 바를 때...좀 된 편입니다. 그리고 색상을 선택할 때, 좀 다양한 편이라 고민을 했는데요.... 상품평 중 23호 쓰시는 분이 있어서 그 분 따라 218호릉 선택했으나.... 하나 더 어두운 색상을 선택했어도 나쁘지않았다는 생각이 드네요. ^^;; 23호 쓰시는 분 중 노란기가 있으신 분은 218호, 약간 흙색(?)이신 분은 다음 색상을 선택하셔도 나쁘지 않을 것 같습니다. 뭐 218호를 바르셔도 처음에만 동동 뜨는 감이 있지... 시간이 지나면 괜찮아보입니다. ^^",배*영
oliveyoung,A000000010476,라로슈포제 에빠끌라 퓨리파잉 포밍 젤+M 200ml,positive,5.0,너무 세정력 좋은 폼쓰다가 턱쪽이나 하관쪽이  건조로 인해  트러블피부가 됐는데  그게  지성으로 그런줄알고 계속 악순환의 세안을 해왔었네요~~그러다   피부장벽을 다시 살려보려구 스킨케어를 바꾸면서  세안제두 약산성으로 골랐는데   확실히 피부트러블에 자극이 덜하고  보호막이 한겹은 남은듯  세안이 되어서  적응하고나니 부드럽고 너무 좋으네요~~젤타입이라  물기있는 손에서 비비면 거품나요..  풍성한 거품에 익숙했던 분들은  첨엔  좀 어색하겠지만   순하고 자극없는게 훨씬 피부엔 최고란걸 경험하고 있네요,
oliveyoung,A000000112523,[촉촉톤업] 라로슈포제 유비데아 안뗄리오스 톤업 라이트 크림 30ml,neutral,3.0,맥 스트롭크림을 생각햇으나 그정도는 아니네요 ㅠㅠ광이 약해요 발림성은 좀 뻑뻑한거같고욤 선크림으로써야겟어욤,
coupang,218405024,"티스 퍼펙트 오프 클렌징 오일, 230ml, 1개",positive,5.0,이거만한 클렌저는 없는듯 ㅠㅠ 너무 좋아욤 젖은손에도 잘 지워져요,쿠팡실구매자
coupang,771388,"더마콜 메이크업커버 크림 파운데이션 30g, 1개, 210호 웜베이지",neutral,3.0,"커버력은 다른 파데들에 비해 뛰어난편입니다.
홍조나 기미 옅은 흉터들은 다가려집니다.
그렇다고해서 컨실러처럼 완벽하게 진한잡티를 가릴수는 없습니다.
대신 아주 건조하네요 다른 비비와 섞어쓰거나 페이셜 오일 소량과 섞어서 쓰는걸 추천합니다.
저는 에스티로더 더블웨어 웜크림쓰는 어두운 피부인데 211호쓰니 살짝밝았습니다. 더낮은호수 쓰기에는 톤이 칙칙해 질거같아서 211호와 더 어두운 비비와 혼합해서 톤맞추니 적절하더라구요.
본품만 놓고보면 너무 건조하고 컨실러와 파데의 중간정도되서 아주 좋은상품이라고는 못하겠구요.
대신 본인 피부타입에 맞게 다른제품들과 혼합해서 조절할수 있다는게 어떻게보면 장점이 되겠네요.
물감같은 파데입니다.",박*진
oliveyoung,A000000170326,[NCT 재민PICK] 이즈앤트리 머그워트 카밍 클레이 마스크 100ml,positive,5.0,넘 조아요 잔짜짜앞으로도 올리브영많이 애용할게요요쿠폰 이벤트 많이 해주세용잘 쓸데용 사랑해용,
coupang,9304260213,"센카 퍼펙트 휩 페이셜 워시 FA 클렌징폼, 120g, 2개",negative,1.0,전 이 제품 별로예요. 사람마다 피부가 달라 잘 맞는 사람도 있겠지만 이거쓰고나서 큰 뽀루지가 많이 났다가 지금 가라앉고 있는중이예요 같이 쓰던 저희 신랑은 세수하고 나면 얼굴이 가렵다더니 신랑마저 얼굴이 난리났어요 인터넷 찾아보니까 이 제품쓰고 뾰루지가 올라온 사례가 종종있드라구요ㅠ 저는 그 사례에 해당되어 그런지ㅠ 기존에 쓰던 폼클렌징으로 다시 사용하고있어요,피*영
oliveyoung,A000000120938,[10매/5종] 아비브 약산성 pH 시트 마스크 핏 10매 (어성초/부활초/아쿠아/글루타치온좀/허니),negative,1.0,좋다는 글이 많아서 기대가 컷나봐요ㅠ 눈에 들어가면 엄청 따가워서 눈을 못 뜨겠어요. 눈에 안들어가게 해보려고했는데 눈으로 막 흐르네요ㅎㅎ시트도 엄청 부드러운 느낌은 아니고 다음날 화장이 잘먹고 그런건 모르겠어요,
oliveyoung,A000000120938,[10매/5종] 아비브 약산성 pH 시트 마스크 핏 10매 (어성초/부활초/아쿠아/글루타치온좀/허니),positive,5.0,아비브 팩은 정말 최고에요. 어성초/ 어성초약산성/ 약산성 최고. 집에 아비브 팩만 40개쯤 있어요,
oliveyoung,A000000113670,메이크프렘 세이프 미 릴리프 모이스처 클렌징폼 150ml 1+1 기획,negative,1.0,냄새는 순한 성분이라 그런지 약 냄새같구제일 중요한 세정력이 제로입니다!!아무리 닦아도 닦아도 미끄덩거리고 안 닦인거같아요..가격도 싸고 원플 행사길래 샀는데...쓰던거 쓸걸 그랬어요..버리자니 아깝고 쓰자니 너무 미끌거리고...ㅠㅠ,
