platform,product_id,product_name,category,brand_name,review_count,avg_rating,n_negative,n_neutral,n_positive
musinsa,2790518,시카 케라틴 샴푸 285ml,기타,truelab,48,4.916666666666667,0,1,47
musinsa,2790676,헤어 리페어 비타민 트리트먼트 200ml,기타,truelab,21,4.809523809523809,0,1,20
musinsa,2797063,[탈모케어] 바이옥실 안티 헤어로스 트리트먼트 200mlx2개,기타,manyofactory,60,4.916666666666667,0,1,59
musinsa,2822853,[무신사단독] 포 맨 1025 독도 올인원 플루이드 200ml (+독도 클렌저 40ml 증정),기타,roundlab,2746,4.868171886380189,8,55,2683
musinsa,2867744,[+지우개패드2매 증정]노니 에너지 앰플 미스트 50ml,세럼,celimax,92,4.739130434782608,2,4,86
musinsa,2875521,[2PACK]  워터 스플래쉬 선크림 세라마이드,선크림,espoir,413,4.891041162227603,0,4,409
musinsa,2907135,시어버터 앤 마카다미아 퓨어 핸드크림 50ML 3구 세트,기타,kundal,48,4.770833333333333,1,1,46
musinsa,2908831,프리미엄 볼륨 앤 리페어 샴푸 450ml,기타,tsubaki,55,4.763636363636364,0,2,53
musinsa,2919497,세라마이드 아토 6.0 탑투토워시 500ml 2입,기타,illiyoon,171,4.9298245614035086,0,1,170
musinsa,2959816,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),세럼,torriden,13582,4.9212192607863345,20,98,13464
musinsa,2959830,[SET] 다이브인 무기자차 마일드 선크림 60ml x 2개 (+모이스처 선크림 20ml),선크림,torriden,913,4.868565169769989,2,9,902
musinsa,2964736,스타일 세팅 픽서,기타,obge,103,4.640776699029126,2,5,96
musinsa,2982668,퍼퓸 핸드크림 INSPIRE,기타,yugen,176,4.863636363636363,0,5,171
musinsa,2996090,밸런스풀 시카 진정 크림 80ml,기타,torriden,1474,4.879918588873813,5,14,1455
musinsa,3004075,(사용기한26년9월19일) 베리 생기 선크림 50ml SPF50+ PA++++,선크림,skinfood,75,4.866666666666666,0,0,75
musinsa,3025412,아르간 에센셜 딥케어 헤어팩 470ml(대용량),기타,naturerepublic,30,4.8,0,2,28
musinsa,3025489,아르간 에센셜 딥케어 샴푸 1000ml,기타,naturerepublic,20,4.9,0,1,19
musinsa,3032806,RC TR BB102 BLACK 선글라스,기타,reclow,296,4.875,1,3,292
musinsa,3039597,워터 스플래쉬 선크림 세라마이드 60ml SPF50+ PA++++,선크림,espoir,249,4.819277108433735,0,7,242
musinsa,3049956,[2PACK]올 데이 에어리 선크림 50ml,선크림,klairs,70,4.885714285714286,1,1,68
musinsa,3063032,비건 릴리프 워터 에센스 선크림,선크림,hamel,296,4.976351351351352,0,0,296
musinsa,3094753,(1+1)레드 블레미쉬 수딩 업 선 스틱 21g,기타,drg,98,4.887755102040816,0,2,96
musinsa,3098201,[사은품 증정] (대용량) 레티놀 시카 흔적 앰플 50mL + 10mL 2개,세럼,innisfree,3234,4.866728509585652,21,48,3165
musinsa,3098202,레티놀 시카 흔적 앰플 30mL,세럼,innisfree,1688,4.783767772511848,6,52,1630
musinsa,3101969,스위스 허벌 헤어 토닉 200ml+샴푸40ml,기타,rausch,141,4.914893617021277,0,2,139
musinsa,3101985,콜츠푸트 안티-댄드러프 샴푸 200ml+샴푸샤셰,기타,rausch,148,4.824324324324325,0,6,142
musinsa,3111134,울트라 홀드 스프레이 2개 세트,기타,obge,22,4.909090909090909,0,0,22
musinsa,3124226,에이시카 365 수분토너 pH4.5  200ml,토너,aestura,655,4.914503816793893,3,3,649
musinsa,3124238,에이시카 365 크림 pH4.5 60ml,기타,aestura,537,4.877094972067039,0,8,529
musinsa,3125556,아떼 뉴아워 리추얼 테라피 키트 (괄사+롤온),기타,athe,21,4.666666666666667,1,0,20
musinsa,3131741,프로페셔널 디펜스 샴푸 베이직 기획,기타,beyond,59,4.779661016949152,1,2,56
musinsa,3162357,원더 히알루론산 촉촉 앰플 100ml(+히알루론산 마스크 증정),세럼,tonymoly,2083,4.86269803168507,6,27,2050
musinsa,3163177,세라마이드 모찌 토너 500ml(+모찌 에멀전30ml+화장솜 증정),토너,tonymoly,1244,4.895498392282958,3,11,1230
musinsa,3164655,풋크림 55g 2개,기타,vaseline,55,4.8545454545454545,0,1,54
musinsa,3172282,리지스트 레티놀 바디 트리트먼트 118ml,기타,paulaschoice,23,4.695652173913044,0,2,21
musinsa,3179506,[2pack] 맑은 어성초 진정 수분 선크림 (24AD) 50ml [증정] 클렌징오일20ml,선크림,goodal,139,4.9352517985611515,0,0,139
musinsa,3198642,맑은 어성초 진정 쿨링 선스틱 19g,선크림,goodal,113,4.743362831858407,3,0,110
musinsa,3200598,그루밍 토닉 100ml,기타,reuzel,662,4.879154078549849,1,10,651
musinsa,3202721,TYPE No.50 소울워터 핸드워시 350ml,기타,typeno,76,4.855263157894737,0,3,73
musinsa,3202723,TYPE No.91 원더바이브 핸드워시 350ml,기타,typeno,103,4.932038834951456,0,0,103
musinsa,3211140,백미 톤업 선 쿠션,쿠션팩트,romand,81,4.518518518518518,3,7,71
musinsa,3232895,루트젠 뿌리볼륨 탈모전문케어 샴푸/트리트먼트 515ml (옵션),기타,ryo,367,4.8038147138964575,2,7,358
musinsa,3233451,[선물포장] 비건 에센셜 롤온&에센셜 괄사 세트,기타,liber,46,4.8478260869565215,0,1,45
musinsa,3236203,워터 스플래쉬 선크림 프레쉬 시카 SPF50+ PA++++,선크림,espoir,52,4.846153846153846,0,0,52
musinsa,3298438,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml+40ml (+다이브인 토너 50ml+멀티패드 10매입),토너,torriden,671,4.93591654247392,2,4,665
musinsa,3299021,바티스트 드라이샴푸 오리지널 50ml,기타,batiste,51,4.803921568627451,0,0,51
musinsa,3299051,바티스트 드라이샴푸 후레쉬 200ml,기타,batiste,24,4.833333333333333,0,0,24
musinsa,3299052,바티스트 드라이샴푸 오리지널 200ml,기타,batiste,47,4.808510638297872,0,0,47
musinsa,3308940,블랙라이스 퓨어 미네랄 릴리프 데일리 선스크린 SPF50+ 50ml,기타,haruharuwonder,20,5.0,0,0,20
musinsa,3308974,블랙라이스 모이스처 에어리핏 데일리 선스크린 SPF50+ 50ml,기타,haruharuwonder,22,4.909090909090909,0,0,22
musinsa,3312904,아쿠아 365 유브이 선크림 40ml,선크림,snature,643,4.884914463452566,3,7,633
musinsa,3315832,마이 퍼퓸드 바디 로션 330mL (3종 택1),기타,innisfree,320,4.859375,1,7,312
musinsa,3316501,더마UV365 장벽수분 무기자차 선크림 40ml,선크림,aestura,601,4.873544093178037,2,8,591
musinsa,3317080,포어제로 오일 컨트롤 선스틱 + 오일컨트롤 페이퍼 1개,선크림,obge,1295,4.8555984555984555,7,27,1261
musinsa,3317081,포어제로 오일 컨트롤 선스틱 2개 세트,선크림,obge,474,4.850210970464135,3,8,463
musinsa,3317329,[7종향] 세라 트리트먼트 1200ml 2개 (듀얼 파우치 증정),기타,milkbaobab,45,5.0,0,0,45
musinsa,3324516,그린티 허니드롭스 바디크림 500ml,기타,elizabetharden,65,4.892307692307693,0,0,65
musinsa,3325625,노스카나인 트러블 바디 워시 490ml,기타,fation,588,4.799319727891157,5,21,562
musinsa,3327084,서큘레이팅 바디오일 주니퍼베리 & 진저 100ML,기타,aromatica1,45,4.844444444444444,0,1,44
musinsa,3327090,어웨이크닝 바디오일 페퍼민트 & 유칼립투스 100ML,기타,aromatica1,351,4.789173789173789,2,16,333
musinsa,3327135,임브레이스 바디오일 네롤리 & 패츌리 100ML,기타,aromatica1,38,4.894736842105263,0,0,38
musinsa,3327139,서렌 바디오일 라벤더 & 마조람 100ML,기타,aromatica1,127,4.826771653543307,0,1,126
musinsa,3327221,로즈마리 올인원 헤어 & 바디로션 300ML,기타,aromatica1,34,4.647058823529412,1,2,31
musinsa,3327223,슈가 바디 스크럽 바질 & 버가못,기타,aromatica1,51,4.8431372549019605,0,2,49
musinsa,3327230,(탈모 기능성) 로즈마리 스칼프 스케일링 샴푸 500ML (리필),기타,aromatica1,61,4.868852459016393,0,0,61
musinsa,3327231,(탈모 기능성) 대용량 로즈마리 스칼프 스케일링 샴푸 750ML,기타,aromatica1,560,4.860714285714286,2,9,549
musinsa,3327235,(탈모샴푸/쿨링감&진정) 티트리 퓨리파잉 샴푸 500ML (리필),기타,aromatica1,95,4.842105263157895,0,3,92
musinsa,3327236,(탈모샴푸/쿨링감&진정) 대용량 티트리 퓨리파잉 샴푸 750ML 대용량,기타,aromatica1,277,4.851985559566787,0,7,270
musinsa,3327244,아로마 바디오일 & 돌고래 바디 괄사 세트 (5종 중 택1),기타,aromatica1,129,4.875968992248062,0,2,127
musinsa,3327458,[무신사단독] [2pack] 소나무 진정 시카 바디 미스트 150ml,미스트,roundlab,1215,4.928395061728395,1,15,1199
musinsa,3333368,[SET] 다이브인 모이스처 선크림 60ml x 2개 (+선세럼 20ml),선크림,torriden,704,4.855113636363637,1,14,689
musinsa,3339089,마스크 오브 매그너민티 125g - 파워 마스크/페이스 앤 바디 마스크 팩,기타,lush,379,4.910290237467018,3,2,374
musinsa,3341420,대디-오 250g - 샴푸,기타,lush,36,4.777777777777778,0,3,33
musinsa,3341580,수퍼 밀크 100g - 컨디셔닝 헤어 프라이머,기타,lush,434,4.852534562211981,1,10,423
musinsa,3341596,수퍼 밀크 250g - 컨디셔닝 헤어 프라이머,기타,lush,441,4.854875283446712,1,10,430
musinsa,3341761,더티 스프링워시 250g - 샤워 젤/바디 워시,기타,lush,22,4.863636363636363,0,0,22
musinsa,3341811,더티 스프링워시 500g - 샤워 젤/바디 워시,기타,lush,23,5.0,0,0,23
musinsa,3341873,슬리피 200ml - 바디 스프레이(트와일라잇),기타,lush,270,4.848148148148148,3,2,265
musinsa,3342543,더티 스프링워시 100g - 샤워 젤/바디 워시,기타,lush,21,4.904761904761905,0,0,21
musinsa,3354164,[포맨]얼티밋 올인원 선 로션 100ml,기타,manyofactory,26,4.8076923076923075,0,0,26
musinsa,3359647,빅 330g - 샴푸,기타,lush,32,4.84375,0,0,32
musinsa,3360741,케어 톤업,기타,nuse,158,4.7025316455696204,1,5,152
musinsa,3363941,컵 오 커피 130g - 페이스 앤 바디 마스크/마스크 팩,기타,lush,22,4.7272727272727275,1,0,21
musinsa,3365040,럽 럽 럽 330g - 보디 스크럽,기타,lush,28,4.821428571428571,0,0,28
musinsa,3373309,[SET] 다이브인 저분자 히알루론산 스킨부스터 200ml  x 2개,기타,torriden,359,4.922005571030641,0,2,357
musinsa,3376834,바디워시 젠틀스크럽 1L 2개,기타,dove,34,4.911764705882353,0,0,34
musinsa,3376843,바디워시 뷰티너리싱 1L 2개,기타,dove,495,4.8969696969696965,1,5,489
musinsa,3377047,핸드워시 딥너리싱 본품240ml+리필430ml,기타,dove,451,4.93569844789357,0,1,450
musinsa,3385591,루츠 225g - 두피 트리트먼트,기타,lush,29,4.827586206896552,0,1,28
musinsa,3385942,대디-오 100g - 샴푸,기타,lush,36,4.75,2,0,34
musinsa,3386777,뷰티 슬립 125g - 페이스 앤 바디 마스크/마스크 팩,기타,lush,20,4.9,0,0,20
musinsa,3386963,슬리피 95g - 바디 로션,기타,lush,46,4.891304347826087,0,1,45
musinsa,3386968,슬리피 215g - 바디 로션,기타,lush,26,5.0,0,0,26
musinsa,3390512,떡짐없는 앞머리고정 컬링 매트 볼륨 헤어픽서 200ml,기타,miseenscene,55,4.618181818181818,2,3,50
musinsa,3393804,수딩 알로에 베라 젤 500ML,기타,aromatica1,852,4.883802816901408,5,10,837
musinsa,3393805,수딩 알로에 베라 젤 500ml (리필),기타,aromatica1,121,4.9421487603305785,1,1,119
musinsa,3393817,[모근영양 헤어토닉] 로즈마리 루트 인핸서 100ML (리필),기타,aromatica1,191,4.9214659685863875,0,2,189
musinsa,3393822,[탈모기능성/영양&윤기] 퀴노아 프로틴 샴푸 400ML,기타,aromatica1,20,4.8,0,1,19
musinsa,3412120,[2개선택] 대용량 퍼퓸 핸드로션 280ml,기타,wdressroom,95,4.863157894736842,1,1,93
musinsa,3414752,원더 베지 톤업 선크림 SPF50+ PA++++ 50ml,선크림,hersteller,35,4.714285714285714,0,2,33
musinsa,3417360,비건 에어핏 선크림 50ml 듀오,선크림,melixir1,53,4.867924528301887,0,1,52
musinsa,3417533,비건 립 버터 듀오,기타,melixir1,828,4.859903381642512,2,15,811
musinsa,3431986,로즈마리 솔트 스크럽 샴푸 300G,기타,aromatica1,28,4.75,1,1,26
musinsa,3435581,비타민 B9 톤업 미백 크림 2개 세트,기타,naturaldermaproject,26,4.769230769230769,0,1,25
musinsa,3445832,[유통기한 임박특가] 슈퍼살롱 스타일업 컬 크림 100ml,기타,saranara,130,4.746153846153846,1,3,126
musinsa,3454101,비타티놀 세럼 30g *2,세럼,primera,300,4.803333333333334,2,13,285
musinsa,3456585,퍼펙트 오리지널 세럼 80ml+엉킴 제로 노워시 트리트먼트 150ml SET,세럼,miseenscene,27,4.962962962962963,0,0,27
musinsa,3462426,퍼퓸 버블 대용량 핸드워시 515ml 2개입 선물세트,기타,hetrasbeauty,411,4.805352798053528,3,13,395
musinsa,3462671,"파데프리 세럼 선 쿠션 (SPF50+, PA++++)",쿠션팩트,marshique,69,4.565217391304348,1,6,62
musinsa,3489835,"자몽워터샴푸 1,500ml",기타,moo100,108,4.898148148148148,0,0,108
musinsa,3505072,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),토너,torriden,1673,4.924686192468619,0,9,1664
musinsa,3509728,아토베리어365 하이드로 에센스 200ml,기타,aestura,1557,4.919717405266538,1,14,1542
musinsa,3554399,바이오 워터리 선크림 50mL SPF50+ PA++++,선크림,tocobo,207,4.8647342995169085,2,4,201
musinsa,3554409,코튼 소프트 선스틱 19g SPF50+ PA++++,선크림,tocobo,408,4.821078431372549,4,7,397
musinsa,3554412,비타 베리 포어 토너 150mL (+시카선세럼10ml증정),토너,tocobo,177,4.757062146892656,2,6,169
musinsa,3554527,비타 톤업 선크림 50mL SPF50+ PA++++,선크림,tocobo,514,4.762645914396887,6,15,493
musinsa,3558614,실드핏 퓨어 선크림 50ml SPF 50+ PA+++(유통기한 27-06-26),선크림,mixsoon,35,4.714285714285714,0,3,32
musinsa,3558668,퓨어락토 이너클렌저 200ml(유통기한 27-04-16),기타,mixsoon,31,4.870967741935484,0,1,30
musinsa,3578031,[SET] 다이브인 저분자 히알루론산 수딩크림 80ml X 2개 (+다이브인 세럼 20ml),세럼,torriden,2185,4.926773455377575,8,16,2161
musinsa,3641330,멜로우니스 바디오일 매그놀리아 & 샌달우드 100ML,기타,aromatica1,140,4.864285714285714,0,4,136
musinsa,3653694,마이 퍼퓸드 핸드크림 30mL (7종 택1),기타,innisfree,442,4.8099547511312215,5,11,426
musinsa,3653741,마이 퍼퓸드 바디 헤어 미스트 100mL (3종 택1),미스트,innisfree,71,4.704225352112676,2,3,66
musinsa,3674930,다이브인 저분자 히알루론산 수딩크림 80ml,기타,torriden,481,4.866943866943867,2,11,468
musinsa,3681267,벨벳살롱 프로틴밤 퍼퓸 단백질 가득 샴푸 / 트리트먼트 500ml,기타,saranara,318,4.811320754716981,4,7,307
musinsa,3685238,데일리 모이스처 푸딩 크림 50ml,기타,ilso,231,4.792207792207792,2,10,219
musinsa,3687435,비건 샴푸 퓨어릴리 730ml + 클린노트 바디워시 180ml 추가 증정,기타,alpist,26,4.6923076923076925,0,1,25
musinsa,3687456,비건 트리트먼트 베이비파우더 730ml + 클린노트 바디워시 180ml 증정,기타,alpist,42,4.571428571428571,0,5,37
musinsa,3687473,비건 트리트먼트 퓨어릴리 730ml + 클린노트 바디워시 180ml 증정,기타,alpist,77,4.8311688311688314,0,4,73
musinsa,3687686,비건 바디로션 베이비파우더 730ml + 클린노트 바디워시 180ml 추가증정,기타,alpist,47,4.425531914893617,2,7,38
musinsa,3687745,비건  바디로션 퓨어릴리 730ml + 클린노트 바디워시 180ml 추가증정,기타,alpist,25,4.48,2,2,21
musinsa,3688320,항균 풋샴푸 오리지널 410ML 2개 구성 + 랩신 손소독티슈 증정,기타,labccin,29,4.931034482758621,0,0,29
musinsa,3705642,제스티 핸드솝 그레이프프룻 & 탠저린 300ML,기타,aromatica1,114,4.912280701754386,0,2,112
musinsa,3735492,마이 퍼퓸드 핸드크림 30mL 3개 (7종 택1),기타,innisfree,60,4.933333333333334,0,0,60
musinsa,3735818,[증정] 무향 100시간 보습 세라마이드 아토 로션 564ml 2입,기타,illiyoon,697,4.956958393113343,0,2,695
musinsa,3744029,엔젤 아쿠아 수딩젤 200ml 1+1 기획세트,기타,beyond,21,4.714285714285714,0,1,20
musinsa,3748858,[무신사 단독] [2pack] 소나무 진정 시카 앰플 대용량 50ml (+동백 선세럼 7ml + 소나무 마스크 1매),세럼,roundlab,2128,4.8867481203007515,5,25,2098
musinsa,3763120,광채 퍼퓸 헤어 미스트 130ml [금목서향],미스트,lador,137,4.7153284671532845,2,6,129
musinsa,3764779,[SET] 어드밴스드 더 비타민씨 23 세럼 20g x 2개,세럼,cosrx,1914,4.832810867293626,9,40,1865
musinsa,3768526,(잔머리.앞머리.가르마 정리) 픽스 디테일 헤어 마스카라 15 ml,마스카라,chahong,320,4.7625,4,9,307
musinsa,3775064,비건 핸드크림 3개 골라담기,기타,kamill,942,4.898089171974522,2,16,924
musinsa,3794774,세라마이드 아토 수딩젤 175ml 2입,기타,illiyoon,46,4.8478260869565215,0,2,44
musinsa,3794933,MD 레드이치 케어크림 330ml,기타,illiyoon,203,4.906403940886699,0,1,202
musinsa,3796683,스타일 업 헤어 스프레이 300ml,기타,thefaceshop,52,4.769230769230769,0,2,50
musinsa,3799557,[바디클렌저]페퍼민트 퓨어 캐스틸 솝 950ml,기타,drbronners,802,4.9264339152119705,3,4,795
musinsa,3802486,[3PACK]베이비마일드 오가닉 립밤 4g,기타,drbronners,72,4.861111111111111,0,2,70
musinsa,3802520,레스온스킨 밸런시즘 비건 에멀젼,기타,holikaholika,20,4.95,0,0,20
musinsa,3814783,크림스컴트루 스쿠알란 배리어 리페어크림 50ml,기타,demaf,282,4.897163120567376,1,2,279
musinsa,3816288,코튼풋 발을씻자 풋샴푸 리필 자몽 500ml 3개,기타,onthebody,99,4.91919191919192,0,3,96
musinsa,3823529,[2개] 스킨 베리어 카밍 로션 EX 220ml,기타,ongredients,552,4.8731884057971016,3,4,545
musinsa,3828076,화이트닝 드레스 미백 톤업 크림 2개,기타,cosnori,427,4.913348946135831,0,2,425
musinsa,3874820,[페이스&바디클렌저]티트리 퓨어 캐스틸 솝 950ml,기타,drbronners,1085,4.894009216589862,11,11,1063
musinsa,3879007,"살롱집 단백질 리차징 샴푸 1,000g",기타,jsm,47,4.914893617021277,0,0,47
musinsa,3883040,오어스 트리플 레이어 히알루론시카 7초 앰플 105ml,세럼,tonefitsun,145,4.848275862068966,0,5,140
musinsa,3884317,선데이 보라 톤업 선 세럼 55ml [SPF50+/PA++++],세럼,editb,195,4.707692307692308,2,5,188
musinsa,3901580,어니언 프레쉬 라이트 선 스틱 22g,기타,isntree,81,4.679012345679013,1,4,76
musinsa,3912658,아토베리어365 크림미스트 120ML,미스트,aestura,691,4.8379160636758325,2,15,674
musinsa,3938021,[손상모 전용] 케라마이드 극손상 울트라 리페어 트리트먼트 1L + 샴푸 180ml 추가증정구성,기타,kerasys,419,4.794749403341289,4,15,400
musinsa,3951459,더마UV365 장벽수분 무기자차 선크림 40ml *2,선크림,aestura,146,4.931506849315069,0,2,144
musinsa,3956566,[코튼 비누향]클린노트 파우더리 코튼 바디로션 500ml + 바디워시 180ml 증정,기타,kerasys,37,4.702702702702703,0,5,32
musinsa,3975534,톤업 워터링 선스크린 SPF50+ PA4+ 60mL 2개,기타,innisfree,22,4.954545454545454,0,0,22
musinsa,4002714,베드타임 로션 500ml x2,기타,johnsons,449,4.855233853006681,2,7,440
musinsa,4004114,베드타임 오일500ml x2,기타,johnsons,35,4.828571428571428,0,0,35
musinsa,4004947,스트레스 릴리프 로션 354ml x2,기타,aveeno,72,4.777777777777778,0,4,68
musinsa,4020548,데일리 스트레스 릴리프 바디워시 532ml x2,기타,aveeno,24,5.0,0,0,24
musinsa,4021541,"글램 스타일링 픽서 200ml, 2개",기타,daleaf,37,4.8108108108108105,1,1,35
musinsa,4049620,[2PACK]서플 프레퍼레이션 올 오버 로션 250ml,기타,klairs,21,4.9523809523809526,0,0,21
musinsa,4056737,사이토카인 탈모증상완화 두피앰플 초고농축 이펙터 15ml,세럼,refilled,196,4.6938775510204085,1,13,182
musinsa,4057131,노스카나인 트러블 바디 미스트 35ml  x 2ea,미스트,fation,159,4.817610062893082,2,3,154
musinsa,4061945,(진정젤) 수딩 알로에 베라 젤 180ML,기타,aromatica1,399,4.824561403508772,2,16,381
musinsa,4064526,제주 해수 메가 홀드 스프레이 100ml,기타,grafen,42,4.9523809523809526,0,1,41
musinsa,4068966,1번 판토텐산 액티브업 수딩세럼 50ml,세럼,numbuzin,355,4.887323943661972,0,7,348
musinsa,4069040,1번 청초 진정맑은 물막선크림 50ml SPF50+ PA++++,선크림,numbuzin,177,4.926553672316384,0,4,173
musinsa,4069583,1번 진정 맑게담은 청초토너 300ml,토너,numbuzin,379,4.881266490765172,3,4,372
musinsa,4074501,[2pack] 맑은 어성초 진정 무기자차 선크림 50ml [증정] 클렌징오일20ml,선크림,goodal,29,4.758620689655173,1,0,28
musinsa,4082260,[2pack] 청귤 비타C 세럼 미스트 100ml,세럼,goodal,30,4.933333333333334,0,0,30
musinsa,4095287,민감두피 탄산거품 탈모 완화 샴푸 500ML + 비오틴 워터 트리트먼트 200ML 추가 증정,기타,blackforet,29,4.586206896551724,0,4,25
musinsa,4096327,두피강화 캡슐 트리트먼트 220ml,기타,laboh,193,4.870466321243524,1,5,187
musinsa,4096340,두피강화 헤어라인 앰플 탈모증상완화 15ml,세럼,laboh,241,4.70954356846473,2,14,225
musinsa,4096344,두피강화클리닉 쿨링&노세범 샴푸 400ml 2pack +  증정,기타,laboh,317,4.8801261829652995,2,5,310
musinsa,4096461,살롱10 단백질 에센스팩 990ml (손상모/극손상모)+샴푸30ml+샤쉐 증정,기타,miseenscene,975,4.888205128205128,2,17,956
musinsa,4096616,트리트먼트바 2개,기타,donggubat,68,4.823529411764706,0,1,67
musinsa,4101773,시카 카밍 아쿠아 패드 60매  (+시카선세럼10ml증정),세럼,tocobo,28,4.714285714285714,1,1,26
musinsa,4108584,마데카소사이드 수분 흔적 리페어 세럼 40ml,세럼,mediheal,952,4.696428571428571,14,37,901
musinsa,4114590,비건ㅊㅋㅊㅋ바  (올인원 바 + 양초 선물 패키지),기타,donggubat,29,4.896551724137931,0,0,29
musinsa,4136438,알로에 리바이탈라이징 수딩젤 300mL,기타,innisfree,54,4.814814814814815,0,1,53
musinsa,4137230,시카 아크네 클리어 바디워시 400ml 2pack,기타,illiyoon,195,4.835897435897436,1,2,192
musinsa,4144561,맨즈 톤 컨트롤 커버로션 65ml (+아쿠아 올인원 로션 30ml 증정),기타,dashu,243,4.8312757201646095,3,5,235
musinsa,4145748,티트리 90 클리어 바디 미스트 200ml * 2EA,미스트,essenherb,21,4.809523809523809,0,2,19
musinsa,4148708,티트리 딥클린 스칼프 샴푸 500ml+500ml,기타,essenherb,34,4.735294117647059,0,1,33
musinsa,4161811,수퍼 판테놀 리페어 크림 70ml,기타,missha,60,4.866666666666666,0,2,58
musinsa,4167200,마다가스카르 센텔라 티트리카 수딩 선 밀크 50ml,기타,skin1004,20,4.75,0,1,19
musinsa,4174765,[2개] 퓨어 블록 아쿠아 선 젤 이엑스(EX) 50ml*2,기타,apieu,41,4.585365853658536,1,3,37
musinsa,4192169,[화잘먹 촉촉DUO] 스킨 베리어 카밍 로션 EX 220ml + 스킨 베리어 카밍 소프너 250ml,기타,ongredients,138,4.855072463768116,0,2,136
musinsa,4192693,시카 카밍 세럼 50mL  (+시카선세럼10ml증정),세럼,tocobo,25,4.76,1,0,24
musinsa,4197237,[2개] 민트 스칼프 헤어 식초 200ml*2,기타,apieu,978,4.874233128834356,4,15,959
musinsa,4200146,미남크림 화이트닝 남자 톤업크림 50ml 2개입,기타,mip,24,4.916666666666667,0,0,24
musinsa,4229925,호텔테라피 퍼퓸 대용량 바디워시 1013ml,기타,hetrasbeauty,886,4.8284424379232505,6,22,858
musinsa,4234036,호텔 테라피 퍼퓸 대용량  바디로션 1013ml,기타,hetrasbeauty,1081,4.789084181313599,11,35,1035
musinsa,4238369,마스크 핏 쿨 선 쿠션 (+ 퍼프2P/샤쉐 증정),쿠션팩트,tirtir,84,4.583333333333333,0,10,74
musinsa,4240698,퍼퓸 버블 대용량 핸드워시 515ml 5종 선물세트,기타,hetrasbeauty,193,4.839378238341969,2,6,185
musinsa,4243146,울트라 라이트 인비저블 선세럼 50ml  SPF50+ PA++++,세럼,cosrx,216,4.791666666666667,4,6,206
musinsa,4243218,울트라 라이트 인비저블 선세럼 50ml x 2개,세럼,cosrx,174,4.879310344827586,0,4,170
musinsa,4255189,[휴대용 가습기] 산리오 헬로키티 리프레셔 수분 충전 미스트 4 in 1,미스트,geske,20,4.8,0,0,20
musinsa,4258330,바디 에멀전 타입 R 프라그란트 보틀 300ml,기타,abib,57,4.9298245614035086,0,0,57
musinsa,4259368,임산부 튼살 예방 탄력 비건 크렘 벨리,기타,nothingfitsbut,23,4.869565217391305,0,0,23
musinsa,4265743,[강력고정/24시간 지속력] 포뷰트 프리즈 헤어 스프레이 200ml,기타,forbeaut,296,4.875,1,7,288
musinsa,4265746,[강력고정/24시간 지속력] 포뷰트 프리즈 헤어 스프레이 100ml,기타,forbeaut,27,4.888888888888889,0,0,27
musinsa,4268756,라즈베리 샤인 헤어 식초 (윤기케어) 400ml 3개 (+50ml 1개 증정),기타,yvesrocher,145,4.896551724137931,1,1,143
musinsa,4269127,멀티 유즈 바디 퍼퓸 스프레이 200ml 2종(내추럴/프레쉬),기타,grafen,128,4.7421875,2,6,120
musinsa,4281794,율무 선크림 SPF 50+ PA++++,선크림,glow,23,4.869565217391305,0,1,22
musinsa,4307309,퍼펙트 매직 스트레이트 세럼 80ml,세럼,miseenscene,290,4.644827586206897,8,15,267
musinsa,4307430,퍼펙트 매직 스트레이트 세럼 샴푸 530ml,세럼,miseenscene,259,4.826254826254826,2,2,255
musinsa,4307508,[10ml 추가 증정] 레이저 UV 썬스크린 50ml+50ml,기타,cellfusionc,653,4.9019908116385915,2,9,642
musinsa,4341166,[무신사단독] [SET] 소나무 진정 시카 샴푸 400ml + 바디 워시 400ml (+샴푸 8ml 증정),기타,roundlab,618,4.940129449838188,2,5,611
musinsa,4351079,살롱집 스칼프 리뉴잉 헤어 토닉 (워터트리트먼트30ml+ 살롱집스칼프리뉴잉샴푸 3열샤섀 증정),기타,jsm,27,4.814814814814815,1,0,26
musinsa,4353586,헤어리프팅 엑스트라 스트롱 475ml,기타,grabity,310,4.829032258064516,3,6,301
musinsa,4357930,헤어리프팅 스트롱 475ml  탈모샴푸,기타,grabity,126,4.825396825396825,0,4,122
musinsa,4362324,비건 팩스크럽 210g 3종택1,기타,whipped,170,4.9,0,1,169
musinsa,4362460,비건 토핑 바디버터 190g (3종 택1),기타,whipped,242,4.739669421487603,1,10,231
musinsa,4385080,비터버터 바디워시 500ml & 바디로션 400ml 세트,기타,arwe,198,4.8686868686868685,2,2,194
musinsa,4412828,헤어 큐어 마스크 100ml,기타,curlyshyll,76,4.828947368421052,1,1,74
musinsa,4426280,히알루론 하이드레이팅 선크림 50ml,선크림,manyofactory,36,4.972222222222222,0,0,36
musinsa,4427853,[유통기한임박:26년8월] 프리미엄 비타 듀얼 앰플 3.7 (2ml x 10ea),세럼,drvita,64,4.65625,2,5,57
